"","X","order","pid","ms_subclass","ms_zoning","lot_frontage","lot_area","street","alley","lot_shape","land_contour","utilities","lot_config","land_slope","neighborhood","condition_1","condition_2","bldg_type","house_style","overall_qual","overall_cond","year_built","year_remod.add","roof_style","roof_matl","exterior_1st","exterior_2nd","mas_vnr_type","mas_vnr_area","exter_qual","exter_cond","foundation","bsmt_qual","bsmt_cond","bsmt_exposure","bsmtfin_type_1","bsmtfin_sf_1","bsmtfin_type_2","bsmtfin_sf_2","bsmt_unf_sf","total_bsmt_sf","heating","heating_qc","central_air","electrical","X1st_flr_sf","X2nd_flr_sf","low_qual_fin_sf","gr_liv_area","bsmt_full_bath","bsmt_half_bath","full_bath","half_bath","bedroom_abvgr","kitchen_abvgr","kitchen_qual","totrms_abvgrd","functional","fireplaces","fireplace_qu","garage_type","garage_yr_blt","garage_finish","garage_cars","garage_area","garage_qual","garage_cond","paved_drive","wood_deck_sf","open_porch_sf","enclosed_porch","X3ssn_porch","screen_porch","pool_area","pool_qc","fence","misc_feature","misc_val","mo_sold","yr_sold","sale_type","sale_condition","saleprice"
"353",353,361,527164060,60,"RL",NA,9636,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1992,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,808,808,"GasA","Gd","Y","SBrkr",808,785,0,1593,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1993,"RFn",2,389,"TA","TA","Y",342,40,0,0,0,0,NA,"MnPrv",NA,0,12,2009,"WD","Normal",178000
"356",356,364,527166010,60,"RL",NA,10762,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",344,"Gd","TA","PConc","Gd","TA","No","GLQ",694,"Unf",0,284,978,"GasA","Ex","Y","SBrkr",1005,978,0,1983,0,0,2,1,3,1,"Gd",9,"Typ",1,"TA","Attchd",1999,"Fin",2,490,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal",225000
"357",357,365,527180100,20,"RL",99,11851,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,1990,1990,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1424,1424,"GasA","Ex","Y","SBrkr",1442,0,0,1442,0,0,2,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1990,"RFn",2,500,"TA","TA","Y",0,34,0,508,0,0,NA,NA,NA,0,5,2009,"WD","Normal",180500
"358",358,366,527182110,120,"RL",NA,5814,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1984,1984,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","Gd","TA","Av","GLQ",1036,"Unf",0,184,1220,"GasA","Gd","Y","SBrkr",1360,0,0,1360,1,0,1,0,1,1,"Gd",4,"Typ",1,"Ex","Attchd",1984,"RFn",2,565,"TA","TA","Y",63,0,0,0,0,0,NA,NA,NA,0,8,2009,"COD","Abnorml",187500
"360",360,369,527258020,20,"RL",124,16158,"Pave",NA,"IR1","Low","AllPub","Inside","Mod","StoneBr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Hip","CompShg","VinylSd","VinylSd","Stone",16,"Gd","TA","PConc","Ex","TA","Av","ALQ",1274,"Unf",0,256,1530,"GasA","Ex","Y","SBrkr",1530,0,0,1530,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"Fin",2,430,"TA","TA","Y",168,36,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal",260000
"361",361,370,527276160,60,"RL",85,11900,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",5,6,1977,1977,"Gable","CompShg","HdBoard","Wd Sdng","BrkFace",157,"TA","TA","PConc","Gd","TA","No","ALQ",400,"Unf",0,722,1122,"GasA","Ex","Y","SBrkr",946,988,0,1934,1,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1977,"Unf",2,567,"TA","TA","P",0,176,0,0,200,0,NA,NA,NA,0,7,2009,"WD","Normal",185000
"363",363,372,527302175,20,"RL",48,17043,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,5,1979,1998,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","Gd","Fa","No","Unf",0,"Unf",0,1362,1362,"GasA","TA","Y","SBrkr",1586,0,0,1586,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1979,"Unf",2,435,"TA","TA","Y",192,0,0,0,0,0,NA,NA,NA,0,1,2009,"WD","Normal",181000
"365",365,374,527326150,20,"RL",NA,16635,"Pave",NA,"IR1","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2000,"Gable","CompShg","CemntBd","CmentBd","Stone",126,"Gd","TA","CBlock","Gd","TA","No","ALQ",1246,"Unf",0,356,1602,"GasA","Gd","Y","SBrkr",1602,0,0,1602,0,1,2,0,3,1,"Gd",8,"Typ",1,"TA","Attchd",1977,"Fin",2,529,"TA","TA","Y",240,0,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal",215000
"366",366,375,527352150,60,"RL",NA,13250,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NWAmes","RRNn","Norm","1Fam","2Story",7,6,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",256,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,832,832,"GasA","TA","Y","SBrkr",1154,896,0,2050,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1978,"RFn",2,529,"TA","TA","Y",192,192,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Abnorml",154000
"367",367,376,527353020,20,"RL",80,10928,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1978,1986,"Gable","CompShg","VinylSd","VinylSd","BrkFace",101,"TA","TA","PConc","TA","TA","No","LwQ",363,"Unf",0,1064,1427,"GasA","TA","Y","SBrkr",1671,0,0,1671,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1978,"RFn",2,484,"TA","TA","Y",252,55,0,0,0,0,NA,NA,NA,0,8,2009,"WD","Normal",2e+05
"368",368,377,527353060,60,"RL",NA,12388,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,7,1980,1991,"Gable","CompShg","Plywood","Plywood","BrkFace",229,"TA","TA","CBlock","Gd","TA","No","ALQ",602,"Unf",0,441,1043,"GasA","TA","Y","SBrkr",1539,1134,0,2673,0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","BuiltIn",1980,"RFn",2,441,"TA","TA","Y",178,84,0,0,0,0,NA,NA,NA,0,8,2009,"WD","Normal",249000
"369",369,378,527354100,80,"RL",NA,14115,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",7,5,1980,1980,"Gable","CompShg","Plywood","Plywood","BrkFace",225,"TA","TA","CBlock","Gd","TA","Av","GLQ",1036,"Unf",0,336,1372,"GasA","TA","Y","SBrkr",1472,0,0,1472,1,0,2,0,3,1,"TA",6,"Typ",2,"TA","Attchd",1980,"Unf",2,588,"TA","TA","Y",233,48,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal",187500
"371",371,380,527355150,20,"RL",80,9600,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","PosN","Norm","1Fam","1Story",8,5,1981,1981,"Hip","WdShngl","BrkFace","BrkFace","None",0,"Gd","TA","PConc","Gd","TA","No","ALQ",1104,"Unf",0,1420,2524,"GasA","TA","Y","SBrkr",2524,0,0,2524,1,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd",1981,"Fin",2,542,"TA","TA","Y",474,120,0,0,0,0,NA,"MnPrv",NA,0,7,2009,"WD","Normal",278000
"372",372,381,527356040,20,"RL",82,11880,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","1Story",7,5,1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",206,"TA","TA","CBlock","Gd","TA","No","ALQ",704,"Unf",0,567,1271,"GasA","TA","Y","SBrkr",1601,0,0,1601,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1978,"RFn",2,478,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,4,2009,"COD","Abnorml",157000
"373",373,382,527359050,20,"RL",80,10400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",189,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,1090,1090,"GasA","TA","Y","SBrkr",1370,0,0,1370,0,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1976,"RFn",2,479,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,6,2009,"WD","Family",152000
"374",374,383,527359180,60,"RL",NA,10304,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","PosN","Norm","1Fam","2Story",5,7,1976,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",44,"TA","Gd","CBlock","TA","TA","No","ALQ",381,"Unf",0,399,780,"GasA","Ex","Y","SBrkr",1088,780,0,1868,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1976,"Unf",2,484,"TA","TA","Y",448,96,0,0,0,0,NA,NA,NA,0,10,2009,"WD","Normal",197500
"377",377,386,527366030,60,"FV",NA,7500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","RRNn","Norm","1Fam","2Story",8,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1058,1058,"GasA","Ex","Y","SBrkr",1058,816,0,1874,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2000,"Fin",2,588,"TA","TA","Y",0,134,0,0,0,0,NA,NA,NA,0,3,2009,"WD","Normal",220000
"378",378,387,527368010,60,"FV",NA,8470,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",225,"ALQ",276,471,972,"GasA","Ex","Y","SBrkr",972,839,0,1811,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2002,"RFn",2,565,"TA","TA","Y",225,48,0,0,0,0,NA,NA,NA,0,10,2009,"WD","Normal",235000
"381",381,390,527375210,20,"RL",85,11050,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1975,1975,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",636,"Unf",0,540,1176,"GasA","Fa","Y","SBrkr",1193,0,0,1193,0,0,2,0,3,1,"TA",5,"Typ",1,"TA","Attchd",1975,"Unf",2,506,"TA","TA","Y",40,0,0,0,0,0,NA,NA,NA,0,8,2009,"WD","Normal",158000
"383",383,392,527378140,80,"RL",NA,10448,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",6,6,1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",333,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,689,689,"GasA","TA","Y","SBrkr",1378,741,0,2119,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1972,"RFn",2,583,"TA","TA","Y",0,104,0,0,0,0,NA,"GdPrv",NA,0,8,2009,"COD","Abnorml",158000
"388",388,397,527404030,20,"RL",NA,8510,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1971,1971,"Gable","CompShg","Plywood","Plywood","BrkFace",178,"TA","TA","CBlock","Gd","TA","No","ALQ",500,"Unf",0,543,1043,"GasA","Ex","Y","SBrkr",1050,0,0,1050,1,0,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd",1971,"Unf",1,336,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal",143000
"389",389,398,527405130,20,"RL",60,7038,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1970,1970,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",726,"Unf",0,138,864,"GasA","TA","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",2001,"Unf",2,576,"TA","TA","Y",210,0,0,0,0,0,NA,"GdPrv",NA,0,9,2009,"WD","Abnorml",76500
"390",390,399,527405160,20,"RL",60,6960,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1970,1970,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",375,"BLQ",239,250,864,"GasA","TA","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"Gd",5,"Typ",0,NA,"Detchd",1989,"Unf",2,660,"TA","TA","Y",96,0,0,0,0,0,NA,NA,"Shed",500,11,2009,"WD","Normal",120500
"393",393,402,527425110,20,"RL",60,9000,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,1971,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",240,"Unf",0,624,864,"GasA","Gd","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1986,"Unf",2,576,"TA","TA","Y",200,0,0,0,0,0,NA,"GdWo",NA,0,7,2009,"WD","Normal",130000
"394",394,403,527450280,160,"RM",21,1680,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",504,"TA","TA","CBlock","TA","TA","No","BLQ",254,"Unf",0,229,483,"GasA","TA","Y","SBrkr",483,504,0,987,1,0,1,1,2,1,"TA",5,"Typ",0,NA,"Detchd",1973,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal",111000
"395",395,404,527451110,160,"RM",24,2368,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story",5,6,1970,1970,"Gable","CompShg","HdBoard","HdBoard","None",312,"TA","TA","CBlock","TA","TA","No","LwQ",765,"Unf",0,0,765,"GasA","TA","Y","SBrkr",765,600,0,1365,0,0,1,1,3,1,"TA",7,"Min1",0,NA,"Attchd",1970,"Unf",2,440,"TA","TA","Y",0,36,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal",125000
"396",396,405,527451320,160,"RM",21,1680,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",5,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",142,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,630,630,"GasA","TA","Y","SBrkr",630,672,0,1302,0,0,2,1,3,1,"TA",6,"Typ",0,NA,"Detchd",1991,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2009,"COD","Abnorml",112000
"398",398,407,527451640,160,"RM",21,1680,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,8,1972,2007,"Gable","CompShg","HdBoard","HdBoard","BrkFace",510,"TA","TA","CBlock","TA","TA","No","ALQ",162,"Unf",0,321,483,"GasA","Gd","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"Gd",5,"Typ",0,NA,"Detchd",1972,"Unf",1,264,"TA","TA","Y",250,0,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal",118000
"399",399,408,527451650,160,"RM",21,1680,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",5,7,1972,1972,"Gable","CompShg","CemntBd","CmentBd","BrkFace",268,"TA","TA","CBlock","TA","TA","No","ALQ",231,"Unf",0,399,630,"GasA","TA","Y","SBrkr",630,672,0,1302,0,0,2,1,3,1,"TA",6,"Typ",0,NA,"Detchd",1972,"Unf",1,264,"TA","TA","Y",185,0,0,0,0,0,NA,NA,NA,0,2,2009,"WD","Normal",119500
"401",401,410,527453050,160,"RL",24,2308,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","NPkVill","Norm","Norm","TwnhsE","2Story",6,5,1976,1976,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",306,"Unf",0,498,804,"GasA","TA","Y","SBrkr",804,744,0,1548,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Detchd",1976,"RFn",2,440,"TA","TA","Y",108,0,0,0,0,0,NA,NA,NA,0,9,2009,"WD","Normal",146000
"402",402,411,527453060,160,"RL",24,2280,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","NPkVill","Norm","Norm","Twnhs","2Story",6,6,1976,1976,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",566,"Unf",0,289,855,"GasA","TA","Y","SBrkr",855,601,0,1456,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1976,"Unf",2,440,"TA","TA","Y",87,0,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal",148500
"403",403,412,527453140,120,"RL",24,2280,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","NPkVill","Norm","Norm","Twnhs","1Story",7,5,1975,1975,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",435,"LwQ",622,0,1057,"GasA","TA","Y","SBrkr",1055,0,0,1055,0,1,2,0,2,1,"TA",4,"Typ",1,"Fa","Attchd",1975,"RFn",2,440,"TA","TA","Y",0,27,0,0,0,0,NA,NA,NA,0,8,2009,"WD","Normal",123000
"407",407,416,527455060,160,"RL",24,2289,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","Twnhs","2Story",6,6,1978,1978,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",311,"Unf",0,544,855,"GasA","TA","Y","SBrkr",855,586,0,1441,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1978,"Unf",2,440,"TA","TA","Y",28,0,0,0,0,0,NA,NA,NA,0,4,2009,"WD","Normal",148500
"408",408,417,527455080,160,"RL",24,2364,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","TwnhsE","2Story",6,5,1978,1978,"Gable","CompShg","Plywood","Brk Cmn","None",0,"Gd","TA","CBlock","Gd","TA","No","ALQ",279,"Unf",0,576,855,"GasA","TA","Y","SBrkr",855,601,0,1456,0,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1978,"Fin",2,440,"TA","TA","Y",147,0,0,0,0,0,NA,NA,NA,0,4,2009,"WD","Normal",138000
"409",409,418,527455090,120,"RL",24,2104,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","TwnhsE","1Story",7,6,1976,1976,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",536,"Unf",0,300,836,"GasA","TA","Y","SBrkr",836,0,0,836,0,1,1,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1976,"Unf",1,345,"TA","TA","Y",150,20,0,0,0,0,NA,NA,NA,0,10,2009,"WD","Normal",128500
"410",410,419,527455240,20,"RL",65,7150,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard","BrkFace",60,"TA","TA","CBlock","TA","TA","No","BLQ",432,"Unf",0,460,892,"GasA","TA","Y","SBrkr",892,0,0,892,0,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1967,"RFn",1,288,"TA","TA","Y",0,0,0,0,0,0,NA,"GdWo",NA,0,7,2009,"WD","Normal",1e+05
"412",412,421,528102040,20,"RL",96,12456,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2006,2007,"Hip","CompShg","CemntBd","CmentBd","Stone",230,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1172,"Unf",0,528,1700,"GasA","Ex","Y","SBrkr",1718,0,0,1718,1,0,2,0,3,1,"Ex",7,"Typ",1,"Gd","Attchd",2008,"Fin",3,786,"TA","TA","Y",216,48,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal",337500
"416",416,428,528108040,60,"RL",95,12350,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","GLQ",986,"Unf",0,379,1365,"GasA","Ex","Y","SBrkr",1365,1325,0,2690,1,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2009,"RFn",3,864,"TA","TA","Y",0,197,0,0,0,0,NA,NA,NA,0,7,2009,"New","Partial",398800
"418",418,430,528108130,20,"RL",95,12350,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",450,"Ex","TA","PConc","Ex","TA","Av","GLQ",1232,"Unf",0,788,2020,"GasA","Ex","Y","SBrkr",2020,0,0,2020,1,0,2,0,3,1,"Ex",7,"Typ",1,"Gd","Attchd",2008,"RFn",3,896,"TA","TA","Y",192,98,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal",404000
"419",419,431,528108140,20,"RL",94,12220,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2009,2009,"Hip","CompShg","CemntBd","CmentBd","BrkFace",305,"Ex","TA","CBlock","Ex","TA","No","GLQ",1436,"Unf",0,570,2006,"GasA","Ex","Y","SBrkr",2020,0,0,2020,1,0,2,1,3,1,"Ex",9,"Typ",1,"Gd","Attchd",2009,"Fin",3,900,"TA","TA","Y",156,54,0,0,0,0,NA,NA,NA,0,9,2009,"New","Partial",402861
"420",420,432,528110010,60,"RL",97,13478,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",10,5,2008,2008,"Gable","CompShg","CemntBd","CmentBd","Stone",420,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1338,"Unf",0,384,1722,"GasA","Ex","Y","SBrkr",1728,568,0,2296,1,0,2,1,3,1,"Ex",10,"Typ",1,"Gd","BuiltIn",2008,"RFn",3,842,"TA","TA","Y",382,274,0,0,0,0,NA,NA,NA,0,6,2009,"ConLI","Normal",451950
"421",421,435,528112040,20,"RL",95,11578,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",302,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1736,1736,"GasA","Ex","Y","SBrkr",1736,0,0,1736,0,0,2,0,3,1,"Ex",7,"Typ",1,"Gd","Attchd",2008,"RFn",3,834,"TA","TA","Y",319,90,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal",360000
"422",422,436,528116010,20,"RL",129,16870,"Pave",NA,"IR1","Lvl","AllPub","FR3","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",238,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1531,"Unf",0,251,1782,"GasA","Ex","Y","SBrkr",1782,0,0,1782,1,0,2,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd",2004,"Fin",3,932,"TA","TA","Y",99,82,0,0,0,0,NA,NA,NA,0,4,2009,"WD","Normal",296000
"423",423,437,528118060,60,"RL",59,23303,"Pave",NA,"IR3","Lvl","AllPub","CulDSac","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",20,"Gd","TA","PConc","Ex","TA","Av","GLQ",1230,"Unf",0,278,1508,"GasA","Ex","Y","SBrkr",1508,1012,0,2520,1,0,2,1,5,1,"Ex",10,"Typ",1,"Gd","BuiltIn",2007,"Fin",3,640,"TA","TA","Y",192,273,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Family",409900
"424",424,438,528120020,20,"RL",87,11146,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",250,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1709,1709,"GasA","Ex","Y","SBrkr",1717,0,0,1717,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,908,"TA","TA","Y",169,39,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal",255500
"425",425,439,528120030,20,"RL",87,10367,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",284,"Ex","TA","PConc","Ex","TA","Mn","GLQ",1015,"Unf",0,724,1739,"GasA","Ex","Y","SBrkr",1743,0,0,1743,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2008,"RFn",3,927,"TA","TA","Y",168,45,0,0,0,0,NA,NA,NA,0,6,2009,"ConLI","Normal",335000
"427",427,441,528120170,20,"RL",77,10872,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",122,"Gd","TA","PConc","Ex","Gd","Av","GLQ",1037,"Unf",0,467,1504,"GasA","Ex","Y","SBrkr",1531,0,0,1531,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2006,"Fin",3,700,"TA","TA","Y",184,52,0,0,0,0,NA,NA,NA,0,2,2009,"WD","Normal",3e+05
"429",429,443,528142040,60,"RL",74,8834,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","Stone",216,"Gd","TA","PConc","Ex","TA","No","GLQ",1170,"Unf",0,292,1462,"GasA","Ex","Y","SBrkr",1462,762,0,2224,1,0,2,1,4,1,"Ex",10,"Typ",1,"Gd","Attchd",2004,"Fin",3,738,"TA","TA","Y",184,0,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal",350000
